X,Y,OBJECTID,CRSH_ID,DATE_VAL_Y,DATE_VAL_M,DATE_VAL_1,DATE_VAL_D,DAY_OF_WEE,DAY_OF_W_1,MILT_TIME,CASE_NUM,CRSH_TYPE_,CRASH_TYPE,CRSH_LEVL,PRIMARY_CA,PRIMARY__1,SECONDARY_,SECONDARY1,LATITUDE,LONGITUDE,StreetID
1475620.89085601,537388.521481007,5465,1078523,2021,1,January,13,4,Wednesday,1807,20210113180703,30,Angle,1,6,Exceeded authorized speed limit,,,35.21384,-80.755738,
1491511.78835601,535604.748981014,5466,1197784,2023,1,January,16,2,Monday,532,20230110053201,1,Ran off road right,2,6,Exceeded authorized speed limit,,,35.2097,-80.70244,
1446618.49148101,556878.399606004,5467,1103090,2021,6,June,3,5,Thursday,829,20210603082900,2,Ran off road left,1,,,,,35.265934,-80.854041,
1442685.06085601,542105.61273101,5468,2244264,2021,10,October,31,1,Sunday,1447,20211031144701,28,"Sideswipe, same direction",1,12,Improper lane change,,,35.225148,-80.866286,
1434002.04960601,530340.443356007,5469,1238013,2023,12,December,9,7,Saturday,2331,20231209233103,14,Pedestrian,2,20,Inattention,,,35.192375,-80.894604,
1447649.714606,571749.781481013,5470,1018135,2020,1,January,22,4,Wednesday,2006,20200122200603,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.306841,-80.851516,
1484395.370231,559955.552106008,5471,1127442,2021,12,December,5,1,Sunday,113,20211205011302,30,Angle,2,4,Disregarded traffic signals,,,35.27626,-80.72768,
1463676.23710601,547595.22148101,5472,1004773,2019,8,August,9,6,Friday,1710,20190809171000,14,Pedestrian,1,,,,,35.241293,-80.796341,
1426622.56898101,546670.567106009,5473,1197900,2023,1,January,14,7,Saturday,720,20230114072000,23,"Left turn, same roadway",2,4,Disregarded traffic signals,,,35.236847,-80.920357,
1459058.62335601,580955.773356006,5474,1084199,2021,3,March,20,7,Saturday,2254,20210321071201,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.33271,-80.813845,
1428758.57710601,520479.868981004,5475,1193593,2022,11,November,25,6,Friday,2100,20221125210100,27,Head on,2,19,Failed to yield right of way,,,35.16501,-80.911516,
1462296.91335601,530174.227731004,5476,1112970,2021,7,July,29,5,Thursday,52,20210729005200,1,Ran off road right,2,6,Exceeded authorized speed limit,,,35.193365,-80.799902,
1431748.949606,552682.147731006,5477,993424,2019,10,October,4,6,Friday,734,20191004073402,30,Angle,2,19,Failed to yield right of way,,,35.253633,-80.903578,
1418570.810231,511661.271481007,5478,1227782,2023,9,September,18,2,Monday,1252,20230918125203,1,Ran off road right,1,14,Overcorrected/oversteered,,,35.14024,-80.94502,
1437650.732106,556906.028981,5479,1127461,2021,12,December,5,1,Sunday,1801,20211205180101,14,Pedestrian,2,33,Unable to determine,,,35.265546,-80.884081,
1431978.25460601,570660.445856005,5480,932565,2019,2,February,9,7,Saturday,1305,20190209130502,13,Other non-collision*,2,32,Other*,,,35.303034,-80.903965,
1478432.917731,570314.683356002,5481,1090441,2021,4,April,19,2,Monday,2100,20210419210304,21,"Rear end, slow or stop",2,8,Failure to reduce speed,,,35.304432,-80.748266,
1463701.321481,534817.129606009,5482,1172882,2022,9,September,8,5,Thursday,1654,20220908165401,2,Ran off road left,2,0,No contributing circumstance indicated,,,35.20619,-80.795483,
1488829.822106,534780.914606005,5483,1127480,2021,12,December,6,2,Monday,1137,20211206113705,30,Angle,1,20,Inattention,,,35.20731,-80.71137,
1462004.387731,563273.817731008,5484,1120494,2021,9,September,28,3,Tuesday,615,20210928061500,27,Head on,2,5,Disregarded road markings,,,35.284282,-80.802893,
1471236.39835601,545004.892106012,5485,1237771,2023,12,December,7,5,Thursday,925,20231207092500,2,Ran off road left,1,6,Exceeded authorized speed limit,,,35.23455,-80.77087,
1453736.228356,540592.375231013,5486,929409,2019,1,January,26,7,Saturday,334,20190126033400,27,Head on,2,30,Alcohol use,,,35.221556,-80.829194,
1441981.74835601,492240.267106012,5487,1106174,2021,6,June,27,1,Sunday,718,20210627071800,30,Angle,2,19,Failed to yield right of way,,,35.088121,-80.865503,
1446559.42835601,526821.898356006,5488,1162584,2022,6,June,11,7,Saturday,105,20220611010502,1,Ran off road right,2,6,Exceeded authorized speed limit,,,35.18336,-80.85236,
1460198.72523101,580842.138356,5489,1167657,2022,7,July,28,5,Thursday,2005,20220728200500,21,"Rear end, slow or stop",2,20,Inattention,,,35.332455,-80.810016,
1446660.010856,533812.58148101,5490,1223324,2023,8,August,16,4,Wednesday,1800,20230816183601,30,Angle,2,2,Disregarded stop sign,,,35.20257,-80.85246,
1456572.667731,541632.256481007,5491,1101151,2021,5,May,26,4,Wednesday,300,20210526030205,14,Pedestrian,1,0,No contributing circumstance indicated,0,None (no unusual conditions),35.224556,-80.819762,
1452091.55335601,512446.598981008,5492,1199505,2023,1,January,20,6,Friday,2036,20230120203602,24,"Left turn, different roadways",1,19,Failed to yield right of way,,,35.14415,-80.83296,
1458034.118981,550676.897731006,5493,1116698,2021,8,August,21,7,Saturday,212,20210821021201,30,Angle,1,20,Inattention,,,35.249477,-80.815423,
1434689.73273101,549784.778981,5494,980401,2019,9,September,28,7,Saturday,2239,20190928223905,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.245828,-80.893544,
1477738.35960601,550444.278356001,5495,1197400,2023,1,January,12,5,Thursday,706,20230110070602,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.24981,-80.74942,
1487275.211481,571812.115856007,5496,1068488,2021,1,January,4,2,Monday,1551,20210104155100,28,"Sideswipe, same direction",2,0,No contributing circumstance indicated,,,35.30897,-80.71872,
1450706.758981,582347.22148101,5497,1131937,2022,1,January,26,4,Wednesday,728,20220126072802,21,"Rear end, slow or stop",2,20,Inattention,,,35.33611,-80.84193,
1460385.18835601,493020.841481,5498,1127525,2021,12,December,6,2,Monday,2225,20211206222503,2,Ran off road left,1,6,Exceeded authorized speed limit,,,35.0912,-80.80404,
1450179.04960601,541467.330231011,5499,1236071,2023,11,November,26,1,Sunday,2245,20231126224502,14,Pedestrian,2,33,Unable to determine,,,35.223779,-80.841157,
1466899.95148101,509430.828981012,5500,1068657,2021,1,January,5,3,Tuesday,820,20210105082003,21,"Rear end, slow or stop",2,4,Disregarded traffic signals,,,35.136606,-80.78325,
1472933.58023101,536988.455231011,5501,1231490,2023,10,October,14,7,Saturday,2143,20231014214303,14,Pedestrian,1,34,Unknown,,,35.21261,-80.76471,
1451718.18960601,552925.813981012,5502,1171084,2022,8,August,22,2,Monday,45,20220822004504,1,Ran off road right,1,6,Exceeded authorized speed limit,,,35.255336,-80.836714,
1455926.88148101,581868.598981008,5503,1084988,2021,3,March,20,7,Saturday,2254,20210320225401,2,Ran off road left,2,,,,,35.33506,-80.8244,
1492710.15960601,578220.708356008,5504,1199815,2023,1,January,29,1,Sunday,2038,20230129203800,1,Ran off road right,2,33,Unable to determine,,,35.326833,-80.700873,
1447930.00585601,571803.160231009,5505,1071021,2021,1,January,9,7,Saturday,2129,20210109212900,30,Angle,2,0,No contributing circumstance indicated,,,35.307002,-80.85058,
1480179.977106,556672.747731,5506,1127434,2021,12,December,4,7,Saturday,1358,20211204135803,1,Ran off road right,1,6,Exceeded authorized speed limit,,,35.267039,-80.741609,
1473686.822106,562937.254606009,5507,1002301,2019,11,November,23,7,Saturday,2325,20191123232508,2,Ran off road left,1,11,Crossed centerline/going wrong way,,,35.283934,-80.763732,
1438202.009606,505754.207731009,5508,2244261,2021,8,August,3,3,Tuesday,510,20210803051000,14,Pedestrian,1,30,Alcohol use,,,35.125051,-80.878991,
1451609.167106,527266.817106009,5509,1135815,2022,3,March,9,4,Wednesday,2233,20220309223300,1,Ran off road right,2,6,Exceeded authorized speed limit,,,35.18484,-80.83549,
1425417.560231,573268.167731002,5510,1133586,2022,2,February,14,2,Monday,607,20220214060700,24,"Left turn, different roadways",1,6,Exceeded authorized speed limit,,,35.30985,-80.92612,
1458549.19210601,535732.33148101,5511,1089084,2021,4,April,12,2,Monday,1602,20210412160202,24,"Left turn, different roadways",2,19,Failed to yield right of way,,,35.208447,-80.812784,
1449824.20335601,572108.621481001,5512,1062992,2020,8,August,8,7,Saturday,1540,20200808154003,21,"Rear end, slow or stop",1,8,Failure to reduce speed,,,35.307938,-80.844251,
1433569.98773101,547070.246481001,5513,1136842,2022,3,March,21,2,Monday,1746,20220321174601,2,Ran off road left,1,6,Exceeded authorized speed limit,,,35.238312,-80.89712,
1428908.586481,543174.131481007,5514,1123326,2021,10,October,25,2,Monday,1410,20211025141003,27,Head on,1,6,Exceeded authorized speed limit,,,35.227363,-80.912477,
1472606.28398101,550338.975856006,5515,1173015,2022,9,September,4,1,Sunday,1746,20220904174602,1,Ran off road right,1,32,Other*,,,35.249271,-80.766601,
1469088.055231,529334.412731007,5516,1214961,2023,6,June,7,4,Wednesday,1656,20230607165602,23,"Left turn, same roadway",2,19,Failed to yield right of way,,,35.191394,-80.777124,
1451913.67835601,544945.325231001,5517,1211510,2023,5,May,12,6,Friday,237,20230512023700,27,Head on,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.233422,-80.835565,
1476808.461481,549696.275856003,5518,1197512,2023,1,January,11,4,Wednesday,1600,20230111160001,27,Head on,2,8,Failure to reduce speed,,,35.24771,-80.75249,
1468213.79835601,539165.758356005,5519,1218855,2023,7,July,11,3,Tuesday,2136,20230711213602,30,Angle,2,33,Unable to determine,,,35.21836,-80.78064,
1480798.95523101,574197.81585601,5520,996968,2020,1,January,17,6,Friday,1456,20200117145600,24,"Left turn, different roadways",2,19,Failed to yield right of way,,,35.315214,-80.740565,
1466952.39648101,561844.083981007,5521,980852,2019,10,October,4,6,Friday,145,20191004014500,14,Pedestrian,1,,,,,35.2806,-80.786229,
1463585.54898101,547501.493356004,5522,1084227,2021,3,March,21,1,Sunday,1848,20210321184802,13,Other non-collision*,2,0,No contributing circumstance indicated,,,35.241031,-80.796639,
1444235.83210601,543552.914606005,5523,1177775,2022,10,October,15,7,Saturday,2238,20221015223802,21,"Rear end, slow or stop",2,20,Inattention,,,35.229204,-80.861185,
1483156.073356,556297.808356002,5524,1214506,2023,6,June,5,2,Monday,100,20230605010200,21,"Rear end, slow or stop",2,30,Alcohol use,,,35.266152,-80.731618,
1490376.06523101,540701.293356001,5525,1082387,2020,12,December,31,5,Thursday,1901,20201231190101,27,Head on,1,7,Exceeded safe speed for conditions,,,35.223648,-80.706535,
1485591.482106,570731.103981003,5526,1084640,2021,3,March,23,3,Tuesday,1034,20210323103600,30,Angle,2,4,Disregarded traffic signals,,,35.30592,-80.7243,
1476715.292106,565633.292731002,5527,1116685,2021,8,August,20,6,Friday,2136,20210820213602,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.291488,-80.753745,
1444331.22210601,500097.960231006,5528,1207543,2023,4,April,4,3,Tuesday,2139,20230404213902,27,Head on,1,6,Exceeded authorized speed limit,,,35.109829,-80.858142,
1464583.55335601,548657.36210601,5529,1003088,2020,2,February,8,7,Saturday,2108,20200208210800,15,Pedalcyclist,1,,,,,35.244256,-80.793367,
1425285.53210601,516240.361481011,5530,1237250,2023,12,December,5,3,Tuesday,914,20231205091400,14,Pedestrian,1,33,Unable to determine,,,35.153179,-80.92286,
1421391.165231,562684.475856006,5531,1220608,2023,7,July,25,3,Tuesday,1952,20230725195202,24,"Left turn, different roadways",2,0,No contributing circumstance indicated,,,35.28056,-80.938921,
1436679.76898101,555707.944606006,5532,2244258,2021,7,July,5,2,Monday,415,20210705041502,14,Pedestrian,1,33,Unable to determine,,,35.262204,-80.887257,
1411984.352731,512151.44023101,5533,1087295,2021,3,March,18,5,Thursday,2036,20210318203601,2,Ran off road left,1,6,Exceeded authorized speed limit,,,35.14123,-80.96708,
1483119.36648101,527077.615231007,5534,1129282,2021,12,December,23,5,Thursday,1515,20211223151503,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.185875,-80.730035,
1468851.56648101,553813.488981009,5535,1236175,2023,11,November,27,2,Monday,1802,20231127180204,24,"Left turn, different roadways",2,1,Disregarded yield sign,,,35.258632,-80.779384,
1426534.169606,556360.153981,5536,1165432,2022,5,May,29,1,Sunday,2159,20220529215901,24,"Left turn, different roadways",1,4,Disregarded traffic signals,,,35.263461,-80.921281,
1461398.62960601,562378.810231,5537,966118,2019,8,August,16,6,Friday,2005,20190816200502,30,Angle,2,6,Exceeded authorized speed limit,,,35.281793,-80.804868,
1408737.622106,510465.426481009,5538,1039854,2020,8,August,19,4,Wednesday,37,20200819004001,30,Angle,2,4,Disregarded traffic signals,,,35.136421,-80.977826,
1453394.541481,545971.04960601,5539,1205799,2023,3,March,18,7,Saturday,2201,20230318220100,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.236315,-80.83067,
1447165.83273101,542766.826481014,5540,1099065,2021,5,May,22,7,Saturday,2152,20210522215202,1,Ran off road right,2,6,Exceeded authorized speed limit,,,35.227195,-80.851326,
1474891.02085601,526941.163356006,5541,938151,2019,3,March,13,4,Wednesday,1820,20190313182001,28,"Sideswipe, same direction",2,19,Failed to yield right of way,,,35.185103,-80.757562,
1468572.778981,540527.97148101,5542,1217561,2023,6,June,27,3,Tuesday,1535,20230627153502,27,Head on,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.22212,-80.77952,
1470989.571481,537532.683356002,5543,1214381,2023,6,June,3,7,Saturday,1755,20230603175500,30,Angle,2,14,Overcorrected/oversteered,,,35.21401,-80.77125,
1490234.44335601,572812.995231003,5544,1079693,2021,2,February,28,1,Sunday,1831,20210228183103,21,"Rear end, slow or stop",2,20,Inattention,,,35.31186,-80.70886,
1506144.215856,546176.787731007,5545,1021165,2020,5,May,18,2,Monday,2024,20200518202402,1,Ran off road right,1,7,Exceeded safe speed for conditions,,,35.239424,-80.654049,
1438129.12648101,515943.734606013,5546,1135530,2022,3,March,6,1,Sunday,1924,20220306192403,27,Head on,2,5,Disregarded road markings,,,35.15304,-80.87988,
1463930.700231,566091.98773101,5547,1107198,2021,7,July,2,6,Friday,2305,20210702230502,21,"Rear end, slow or stop",2,8,Failure to reduce speed,,,35.29212,-80.79661,
1436764.24898101,541817.845231012,5548,1203845,2023,3,March,6,2,Monday,1236,20230306123601,23,"Left turn, same roadway",2,4,Disregarded traffic signals,,,35.22405,-80.88609,
1459428.306481,559432.381481007,5549,1083563,2021,3,March,18,5,Thursday,2147,20210318214703,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.2736,-80.811289,
1425872.55148101,535484.415856004,5550,1125106,2021,11,November,10,4,Wednesday,947,20211110094701,21,"Rear end, slow or stop",1,32,Other*,,,35.206077,-80.922143,
1433656.836481,542003.00273101,5551,1119397,2021,9,September,17,6,Friday,2051,20210917205102,23,"Left turn, same roadway",1,6,Exceeded authorized speed limit,,,35.224396,-80.896505,
1464397.309606,560421.76898101,5552,934504,2019,1,January,12,7,Saturday,2251,20190112225400,14,Pedestrian,1,,,,,35.276566,-80.794703,
1474848.542106,534817.422106013,5553,2244270,2023,12,December,31,1,Sunday,8,20231231000802,14,Pedestrian,1,4,Disregarded traffic signals,,,35.206739,-80.758171,
1438222.61023101,505752.361481011,5554,1112934,2021,7,July,26,2,Monday,2145,20210726215001,16,"RR train, engine",1,3,Disregarded other traffic signs,,,35.125047,-80.878922,
1435068.98648101,515943.97210601,5555,1022671,2020,4,April,19,1,Sunday,2013,20200419201302,27,Head on,1,5,Disregarded road markings,,,35.152881,-80.890116,
1419685.948981,508441.980231002,5556,979129,2019,3,March,31,1,Sunday,124,20190331012400,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.131456,-80.94108,
1399595.166481,497218.000231013,5557,1138874,2022,4,April,13,4,Wednesday,514,20220413051402,1,Ran off road right,1,6,Exceeded authorized speed limit,,,35.099524,-81.007504,
1455576.39460601,520794.542731002,5558,1194422,2022,12,December,15,5,Thursday,1124,20221215112401,30,Angle,2,7,Exceeded safe speed for conditions,,,35.16726,-80.821817,
1441371.525231,519526.198981002,5559,1213763,2023,5,May,29,2,Monday,2358,20230529235800,2,Ran off road left,1,6,Exceeded authorized speed limit,,,35.16305,-80.86926,
1455361.494606,544689.570856005,5560,1030124,2020,7,July,2,5,Thursday,1653,20200702165300,14,Pedestrian,2,33,Unable to determine,,,35.232894,-80.824005,
1448327.99960601,540053.701481014,5561,1181609,2022,11,November,12,7,Saturday,643,20221112064300,2,Ran off road left,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.219801,-80.847266,
1475607.809606,525869.970231012,5562,1236948,2023,12,December,2,7,Saturday,1621,20231202162102,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.182195,-80.7551,
1473900.71773101,536693.179606006,5563,1092761,2021,4,April,21,4,Wednesday,202,20210421020200,2,Ran off road left,1,6,Exceeded authorized speed limit,,,35.211846,-80.761455,
1411545.122731,502062.479606003,5564,1169921,2022,8,August,17,4,Wednesday,921,20220817092101,21,"Rear end, slow or stop",1,8,Failure to reduce speed,,,35.11349,-80.96788,
1437417.28523101,538926.125231013,5565,1132539,2022,2,February,3,5,Thursday,836,20220203083604,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.21614,-80.88372,
1419817.167731,508729.529606014,5566,1237657,2023,12,December,8,6,Friday,1315,20231208132301,21,"Rear end, slow or stop",2,8,Failure to reduce speed,,,35.132253,-80.94066,
1479491.76523101,543033.657731012,5567,1131747,2022,1,January,23,1,Sunday,1027,20220123102701,2,Ran off road left,1,6,Exceeded authorized speed limit,,,35.229536,-80.743112,
1429626.025231,510651.704606012,5568,1118280,2021,9,September,5,1,Sunday,1327,20210905132700,23,"Left turn, same roadway",2,4,Disregarded traffic signals,,,35.138056,-80.907982,
1446480.38085601,478862.403981,5569,1180850,2022,11,November,7,2,Monday,1117,20221107111704,2,Ran off road left,1,34,Unknown,,,35.0516,-80.849634,
1495989.00523101,568025.770231009,5570,1035825,2020,5,May,18,2,Monday,1647,20200518164703,3,Ran off road straight ahead,1,2,Disregarded stop sign,,,35.298979,-80.6893,
1476164.103981,526318.05023101,5571,1118293,2021,9,September,5,1,Sunday,2021,20210905202100,23,"Left turn, same roadway",1,19,Failed to yield right of way,,,35.183453,-80.753265,
1464510.93835601,538901.172731012,5572,1205095,2023,3,March,18,7,Saturday,1906,20230318190602,21,"Rear end, slow or stop",1,6,Exceeded authorized speed limit,,,35.21745,-80.79302,
1444551.12960601,548996.950231001,5573,949185,2019,5,May,18,7,Saturday,452,20190518045200,2,Ran off road left,2,33,Unable to determine,0,None (no unusual conditions),35.244176,-80.860471,
1456593.31960601,529214.217731014,5574,1115471,2021,8,August,1,1,Sunday,227,20210801022703,1,Ran off road right,1,6,Exceeded authorized speed limit,,,35.190442,-80.818931,
1466193.68960601,553728.392106012,5575,1050897,2020,9,September,4,6,Friday,2028,20200904202803,27,Head on,1,6,Exceeded authorized speed limit,,,35.258267,-80.788281,
1472873.245856,583940.412106007,5576,1140438,2022,5,May,2,2,Monday,1353,20220502135301,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.341594,-80.767711,
1484449.75210601,533092.455231011,5577,1214731,2023,6,June,7,4,Wednesday,2101,20230607210103,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.202463,-80.725933,
1464531.290231,558371.443356007,5578,1212269,2023,5,May,17,4,Wednesday,2038,20230517203803,27,Head on,2,33,Unable to determine,,,35.27094,-80.79413,
1434075.99023101,526714.595856011,5579,991123,2019,6,June,20,5,Thursday,1959,20190620195900,28,"Sideswipe, same direction",1,0,No contributing circumstance indicated,,,35.182418,-80.894125,
1484452.99835601,535151.902106002,5580,1214264,2023,6,June,2,6,Friday,1526,20230602152601,23,"Left turn, same roadway",2,9,Improper turn,,,35.208121,-80.726042,
1481285.67523101,546127.884606004,5581,1123888,2021,10,October,30,7,Saturday,426,20211030042602,21,"Rear end, slow or stop",2,20,Inattention,,,35.238123,-80.737287,
1469695.23710601,532809.223981008,5582,1239772,2023,12,December,19,3,Tuesday,543,20231219054300,1,Ran off road right,1,14,Overcorrected/oversteered,,,35.20097,-80.7753,
1480306.275856,580225.677731007,5583,1077948,2021,2,February,19,6,Friday,2037,20210219203704,23,"Left turn, same roadway",2,19,Failed to yield right of way,,,35.33175,-80.742571,
1483495.16210601,569115.375856012,5584,1230977,2023,10,October,16,2,Monday,1900,20231016190505,30,Angle,2,4,Disregarded traffic signals,,,35.301381,-80.731231,
1472348.980856,525370.488356009,5585,991147,2019,12,December,5,5,Thursday,1825,20191205182501,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.180664,-80.765975,
1454614.17023101,539491.107106,5586,1210820,2023,5,May,6,7,Saturday,745,20230506074501,21,"Rear end, slow or stop",2,8,Failure to reduce speed,,,35.218575,-80.826187,
1422004.23585601,549873.697731003,5587,1136518,2022,3,March,17,5,Thursday,1811,20220317181100,2,Ran off road left,2,6,Exceeded authorized speed limit,,,35.2454,-80.93603,
1481408.013356,550200.376481012,5588,1001283,2020,2,February,6,5,Thursday,1810,20200206181002,27,Head on,2,33,Unable to determine,,,35.249317,-80.737116,
1451046.36335601,574874.638981014,5589,1183935,2022,12,December,2,6,Friday,1123,20221202112301,1,Ran off road right,1,33,Unable to determine,,,35.315599,-80.840327,
1428725.09210601,520495.074606001,5590,1230568,2023,10,October,17,3,Tuesday,239,20231013023902,27,Head on,2,5,Disregarded road markings,,,35.16505,-80.911629,
1476920.48335601,555736.751481012,5591,1051716,2020,8,August,5,4,Wednesday,1811,20200805181100,2,Ran off road left,1,6,Exceeded authorized speed limit,,,35.26431,-80.752472,
1461395.400231,562381.780856013,5592,1117960,2021,9,September,1,4,Wednesday,2133,20210901213300,23,"Left turn, same roadway",2,30,Alcohol use,,,35.281801,-80.804879,
1480171.463356,557922.884606004,5593,2244269,2023,11,November,3,6,Friday,419,20231103161903,14,Pedestrian,1,19,Failed to yield right of way,,,35.270473,-80.741711,
1436840.31648101,551336.745856002,5594,994032,2019,12,December,27,6,Friday,1740,20191227174000,15,Pedalcyclist,1,,,,,35.250204,-80.886441,
1454855.95898101,577167.054606006,5595,1138287,2022,4,April,6,4,Wednesday,950,20220406095003,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.32209,-80.8277,
1431270.087731,550477.042731002,5596,1235987,2023,11,November,10,6,Friday,1757,20231109175701,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.24755,-80.90504,
1492009.92648101,573311.742731005,5597,1221200,2023,7,July,31,2,Monday,500,20230731051102,14,Pedestrian,2,33,Unable to determine,,,35.313314,-80.702938,
1424031.97148101,548341.756481007,5598,1123192,2021,10,October,24,1,Sunday,29,20211024002902,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.2413,-80.92914,
1443030.44523101,542190.122731,5599,1057816,2020,11,November,14,7,Saturday,2342,20201114234203,25,"Right turn, same roadway",2,20,Inattention,,,35.225398,-80.865135,
1464044.19398101,487535.741481006,5600,954705,2019,6,June,17,2,Monday,1133,20190617113400,1,Ran off road right,2,32,Other*,,,35.076313,-80.791479,
1464789.45585601,560384.104606003,5601,1119325,2021,9,September,17,6,Friday,1001,20210917100102,15,Pedalcyclist,1,20,Inattention,,,35.276482,-80.793387,
1449237.762731,487543.495856002,5602,1117516,2021,8,August,28,7,Saturday,1612,20210828161200,13,Other non-collision*,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.07559,-80.84096,
1423182.371481,549478.354606003,5603,1130843,2022,1,January,11,3,Tuesday,2058,20220111205303,30,Angle,1,6,Exceeded authorized speed limit,,,35.244377,-80.932059,
1446590.26710601,559139.070231006,5604,1038797,2020,8,August,13,5,Thursday,2341,20200813234104,24,"Left turn, different roadways",2,30,Alcohol use,,,35.272143,-80.854277,
1490059.92523101,584504.204606012,5605,1110674,2021,7,July,18,1,Sunday,1940,20210718194002,2,Ran off road left,1,33,Unable to determine,,,35.34397,-80.71012,
1447279.35898101,480104.779606014,5606,1176699,2022,9,September,29,5,Thursday,1828,20220929182801,24,"Left turn, different roadways",1,6,Exceeded authorized speed limit,,,35.055054,-80.847042,
1449612.98710601,542093.007731006,5607,935957,2019,2,February,24,1,Sunday,1222,20190224122200,30,Angle,2,0,No contributing circumstance indicated,,,35.225469,-80.843091,
1491992.00273101,535734.835231006,5608,1165935,2022,7,July,8,6,Friday,159,20220708015900,14,Pedestrian,1,6,Exceeded authorized speed limit,,,35.21008,-80.70084,
1458221.634606,550121.270231009,5609,1182155,2022,11,November,14,2,Monday,631,20221114063101,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.24796,-80.814761,
1435517.71773101,538143.941481009,5610,1019436,2020,5,May,11,2,Monday,719,20200511071901,21,"Rear end, slow or stop",2,20,Inattention,,,35.213892,-80.890029,
1476935.20585601,523527.493356004,5611,1007308,2020,3,March,7,7,Saturday,1628,20200307162806,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.175824,-80.75052,
1481505.56335601,565801.663981006,5612,1165049,2022,7,July,3,1,Sunday,1543,20220703154301,23,"Left turn, same roadway",1,6,Exceeded authorized speed limit,,,35.292182,-80.737704,
1430818.48335601,522119.442106009,5613,1139781,2022,4,April,25,2,Monday,2050,20220425205002,27,Head on,2,20,Inattention,,,35.169623,-80.90473,
1405469.14210601,496931.604606003,5614,964301,2019,8,August,8,5,Thursday,1807,20190808180700,30,Angle,2,20,Inattention,,,35.099062,-80.98785,
1452085.00585601,514277.652731001,5615,1216849,2023,6,June,22,5,Thursday,2202,20230622220200,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.14918,-80.833095,
1424045.18835601,513686.138356,5616,1002084,2020,2,February,5,4,Wednesday,857,20200205085704,14,Pedestrian,1,13,Use of improper lane,,,35.146096,-80.926843,
1407209.98773101,570429.517106012,5617,1024712,2020,6,June,9,3,Tuesday,1348,20200609134802,27,Head on,2,19,Failed to yield right of way,,,35.301066,-80.986949,
1462021.946481,545989.729606003,5618,1236519,2023,11,November,30,5,Thursday,3,20231130000301,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.2368,-80.801783,
1440807.431481,553008.139606014,5619,1067597,2020,10,October,17,7,Saturday,223,20201017022303,1,Ran off road right,2,14,Overcorrected/oversteered,,,35.255002,-80.873261,
1458001.27148101,491265.020231009,5620,961571,2019,6,June,17,2,Monday,845,20190617084500,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.086257,-80.811901,
1456876.42148101,551457.777731001,5621,955409,2019,6,June,19,4,Wednesday,2256,20190619225600,21,"Rear end, slow or stop",2,6,Exceeded authorized speed limit,,,35.251564,-80.819348,
1446912.106481,524852.965231001,5622,934178,2019,2,February,18,2,Monday,1444,20190218144400,27,Head on,2,11,Crossed centerline/going wrong way,,,35.177969,-80.851057,
1481699.31148101,553435.989606008,5623,1074579,2021,2,February,3,4,Wednesday,857,20210203085701,27,Head on,2,5,Disregarded road markings,,,35.25822,-80.73633,
1464272.293356,590714.037106007,5624,952783,2019,6,June,7,6,Friday,840,20190607084002,1,Ran off road right,2,14,Overcorrected/oversteered,,,35.359778,-80.796959,
1467061.18773101,538292.102106005,5625,1081287,2021,1,January,4,2,Monday,1921,20210104192100,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.215903,-80.784446,
1413223.180231,560351.626481012,5626,1167034,2022,7,July,23,7,Saturday,1124,20220723112404,28,"Sideswipe, same direction",2,33,Unable to determine,,,35.27371,-80.96613,
1458644.59273101,558233.453981012,5627,1228683,2023,9,September,28,5,Thursday,1938,20230928193802,24,"Left turn, different roadways",1,4,Disregarded traffic signals,,,35.270267,-80.813841,
1434370.76898101,563481.043356001,5628,962505,2019,7,July,3,4,Wednesday,758,20190703075802,27,Head on,1,11,Crossed centerline/going wrong way,0,None (no unusual conditions),35.283437,-80.895488,
